text,label
Transaction d1d79481-a9fb-4555-8f98-95d7f423676b of 3026.8 INR from user212@upi to merchant182@upi on 2025-08-20T05:47:34.284110 status SUCCESS in Shopping.,UPI_TRANSACTION
Transaction e9004148-2132-4b8c-afed-d733bdba4a11 of 267.65 INR from user620@upi to merchant16@upi on 2025-09-06T10:14:39.284110 status FAILED in Health.,UPI_TRANSACTION
Transaction 29856da8-dcdc-4d15-834c-0c4d33b19a28 of 1601.61 INR from user762@upi to merchant84@upi on 2025-08-20T01:20:35.284110 status FAILED in Travel.,UPI_TRANSACTION
Transaction b3258df3-4e6f-4b1f-91b6-c671343dc6ca of 2597.26 INR from user587@upi to merchant153@upi on 2025-08-20T04:36:15.284110 status PENDING in Travel.,UPI_TRANSACTION
Transaction da4060d5-9595-4242-aafe-63c7d538a26e of 4817.91 INR from user838@upi to merchant72@upi on 2025-08-19T09:45:20.284110 status PENDING in Shopping.,UPI_TRANSACTION
Transaction c09274bf-97c2-4248-87b2-59bbcb0753ca of 1182.22 INR from user244@upi to merchant29@upi on 2025-09-05T20:44:32.284110 status SUCCESS in Travel.,UPI_TRANSACTION
Transaction abdb61c9-d884-4b77-88b2-2321c5f5a648 of 1626.72 INR from user940@upi to merchant192@upi on 2025-09-01T04:09:22.284110 status PENDING in Education.,UPI_TRANSACTION
Transaction ee22e731-46e3-4b96-8885-cad234d0c54e of 1054.62 INR from user534@upi to merchant155@upi on 2025-09-11T16:51:48.284110 status FAILED in FoodDelivery.,UPI_TRANSACTION
Transaction 0c781194-1785-4e68-9624-c8be3d6d6298 of 2527.6 INR from user101@upi to merchant137@upi on 2025-08-30T15:11:50.284110 status FAILED in Health.,UPI_TRANSACTION
Transaction 99e6b0ac-a478-4c6b-bb82-1880377e534e of 1361.57 INR from user692@upi to merchant108@upi on 2025-08-23T08:15:52.284110 status FAILED in Health.,UPI_TRANSACTION
Transaction 3bbb7fcd-4134-425a-9585-1f0aeccd96de of 55.09 INR from user126@upi to merchant191@upi on 2025-08-23T05:14:15.284110 status FAILED in Electricity.,UPI_TRANSACTION
Transaction 7058e0d8-9bbd-42a5-b90a-7f70d26d0b6b of 646.02 INR from user505@upi to merchant138@upi on 2025-09-06T00:31:53.284110 status SUCCESS in Travel.,UPI_TRANSACTION
Transaction 3df6899e-055b-44c9-86a8-afb065f4e12c of 100.75 INR from user474@upi to merchant88@upi on 2025-09-09T17:51:12.284110 status FAILED in FoodDelivery.,UPI_TRANSACTION
Transaction 07163f26-3243-4a90-b188-bb1bc7ea9b71 of 4549.37 INR from user798@upi to merchant145@upi on 2025-08-28T17:39:43.284110 status PENDING in Travel.,UPI_TRANSACTION
Transaction bfb8f694-17e5-4598-a6b8-20ed4dd7c1c0 of 4527.37 INR from user957@upi to merchant178@upi on 2025-09-14T00:28:49.284110 status FAILED in Groceries.,UPI_TRANSACTION
Transaction be709e19-b058-4d0a-8bea-17f8b674c77c of 4110.77 INR from user380@upi to merchant26@upi on 2025-08-22T07:34:25.284110 status FAILED in Groceries.,UPI_TRANSACTION
Transaction 5960c8e4-10cd-4b0d-adf2-c6d9528c0b06 of 1587.05 INR from user276@upi to merchant25@upi on 2025-09-01T02:06:35.284110 status FAILED in Health.,UPI_TRANSACTION
Transaction f7c18f8c-09b6-40ee-9f23-7ce9d3df1e49 of 1824.92 INR from user344@upi to merchant123@upi on 2025-08-29T04:20:00.284110 status PENDING in Education.,UPI_TRANSACTION
Transaction 0399e3ea-096d-4697-9dcc-c37be3d7ce01 of 4494.49 INR from user244@upi to merchant187@upi on 2025-09-09T07:40:13.284110 status SUCCESS in Education.,UPI_TRANSACTION
Transaction 05f7794a-8ad9-4015-8947-cb48a13a796d of 3862.52 INR from user537@upi to merchant160@upi on 2025-09-01T11:34:38.284110 status PENDING in Travel.,UPI_TRANSACTION
Transaction 066506ee-a567-4208-badc-5cc84cbbbad8 of 740.58 INR from user266@upi to merchant41@upi on 2025-08-30T11:33:03.284110 status SUCCESS in Education.,UPI_TRANSACTION
Transaction 100040b7-f17e-4f33-9bd8-9574af770f13 of 3665.85 INR from user436@upi to merchant84@upi on 2025-09-04T06:16:13.284110 status FAILED in Electricity.,UPI_TRANSACTION
Transaction b364bf20-5c8a-4a0a-b823-ae62d12aabed of 3969.78 INR from user745@upi to merchant136@upi on 2025-08-30T07:21:03.284110 status PENDING in Education.,UPI_TRANSACTION
Transaction 2d72a73e-706b-411f-a5bf-a9b5997e21dc of 1717.59 INR from user289@upi to merchant161@upi on 2025-09-13T06:13:40.284110 status FAILED in Health.,UPI_TRANSACTION
Transaction cd292466-03b1-4bac-8c61-44003a96309e of 4057.37 INR from user43@upi to merchant162@upi on 2025-08-31T07:04:16.284110 status PENDING in Groceries.,UPI_TRANSACTION
Transaction 1384c80e-f7f1-455d-a0a8-b1efbf7b0d65 of 3586.99 INR from user674@upi to merchant69@upi on 2025-08-23T10:36:55.284110 status SUCCESS in Travel.,UPI_TRANSACTION
Transaction d2424281-1bfd-437c-8367-b9e867fc61d5 of 317.31 INR from user145@upi to merchant57@upi on 2025-09-07T21:24:11.284110 status FAILED in Education.,UPI_TRANSACTION
Transaction 1b626fe5-ff7c-42ba-904a-fc2aaa71caaf of 1954.48 INR from user592@upi to merchant108@upi on 2025-09-08T17:29:53.284110 status SUCCESS in Health.,UPI_TRANSACTION
Transaction 3e01b418-b924-4ba7-9445-a4e35acdfc0c of 2328.4 INR from user409@upi to merchant123@upi on 2025-09-14T02:20:22.284110 status FAILED in FoodDelivery.,UPI_TRANSACTION
Transaction 1f46b8ea-159f-4d99-8951-b6aeafd55e1b of 1827.23 INR from user953@upi to merchant164@upi on 2025-08-30T19:48:19.284110 status PENDING in Electricity.,UPI_TRANSACTION
Transaction 941bbfa3-2873-43b3-b12a-4e94307582b0 of 131.91 INR from user223@upi to merchant186@upi on 2025-09-10T08:24:06.284110 status SUCCESS in Shopping.,UPI_TRANSACTION
Transaction 6d05df84-a2e2-45a7-bf57-6353df2e5f42 of 1393.89 INR from user949@upi to merchant62@upi on 2025-09-01T02:42:56.284110 status FAILED in Health.,UPI_TRANSACTION
Transaction d0ae371d-bc56-4e6d-bd2e-b8893887a7fc of 614.36 INR from user894@upi to merchant134@upi on 2025-08-28T04:42:24.284110 status FAILED in Electricity.,UPI_TRANSACTION
Transaction 27cd4aec-4ec5-414e-aca9-d0acc0c1f6d3 of 3903.81 INR from user884@upi to merchant144@upi on 2025-09-03T14:18:31.284110 status PENDING in FoodDelivery.,UPI_TRANSACTION
Transaction 41757ee7-b271-4c15-8651-66e9a6bcd49b of 2627.17 INR from user91@upi to merchant122@upi on 2025-08-18T14:29:33.284110 status FAILED in Travel.,UPI_TRANSACTION
Transaction ebe29cb6-a488-4e3f-8c08-995e91272fd6 of 3111.65 INR from user862@upi to merchant53@upi on 2025-09-07T15:21:50.284110 status FAILED in Shopping.,UPI_TRANSACTION
Transaction 53aaacb7-2d9f-49a2-8380-af1b52350d9a of 2971.39 INR from user389@upi to merchant129@upi on 2025-08-23T08:43:41.284110 status FAILED in Education.,UPI_TRANSACTION
Transaction 2281eb46-27c8-42f3-8802-47ad17a3f15b of 2329.16 INR from user528@upi to merchant9@upi on 2025-08-29T20:07:01.284110 status FAILED in Health.,UPI_TRANSACTION
Transaction f7bdf4a5-72a1-4275-a0f5-46e41e145b3f of 1573.87 INR from user248@upi to merchant81@upi on 2025-08-28T20:34:29.284110 status SUCCESS in Shopping.,UPI_TRANSACTION
Transaction 57794585-e430-4012-9ebf-7633de7f3e7d of 2285.4 INR from user292@upi to merchant30@upi on 2025-09-09T08:48:55.284110 status SUCCESS in Shopping.,UPI_TRANSACTION
Transaction 1d8468b0-7efa-4518-be14-aa4397037bd0 of 1967.36 INR from user632@upi to merchant6@upi on 2025-09-10T15:38:44.284110 status PENDING in Health.,UPI_TRANSACTION
Transaction dab64e9b-caa7-48ef-abef-57e9e7c6437b of 1076.43 INR from user88@upi to merchant173@upi on 2025-08-28T19:08:51.284110 status PENDING in Electricity.,UPI_TRANSACTION
Transaction f5f3e8f5-aa8b-4e6e-afdd-831ad2078501 of 2323.13 INR from user410@upi to merchant60@upi on 2025-09-02T03:27:17.284110 status SUCCESS in Education.,UPI_TRANSACTION
Transaction 8f5a0d18-f90b-4fd1-9a52-98f2ae65d9bc of 237.47 INR from user76@upi to merchant54@upi on 2025-09-02T21:59:24.284110 status FAILED in Health.,UPI_TRANSACTION
Transaction fa6f5710-7270-4a91-bd77-ab304f2534e9 of 1403.59 INR from user628@upi to merchant144@upi on 2025-09-10T17:04:30.284110 status FAILED in Health.,UPI_TRANSACTION
Transaction 910a4c9f-212d-4458-9ed3-fb0a22fbd0b7 of 1258.09 INR from user527@upi to merchant21@upi on 2025-09-01T07:04:14.284110 status SUCCESS in Electricity.,UPI_TRANSACTION
Transaction 8110bb1b-29ce-42f6-b859-f04736271b7c of 895.8 INR from user923@upi to merchant30@upi on 2025-08-22T06:50:32.284110 status PENDING in Travel.,UPI_TRANSACTION
Transaction ff3de5aa-e8af-4e99-8639-79f7fafdf909 of 268.35 INR from user566@upi to merchant62@upi on 2025-09-14T08:56:03.284110 status FAILED in Health.,UPI_TRANSACTION
Transaction 0cfe1fb0-038b-42bc-8c2d-4208056fe859 of 4882.44 INR from user356@upi to merchant83@upi on 2025-09-13T10:01:40.284110 status FAILED in Groceries.,UPI_TRANSACTION
Transaction 195530af-5ce0-4b6f-b670-104bbad78840 of 740.88 INR from user607@upi to merchant153@upi on 2025-08-28T11:17:53.284110 status SUCCESS in Electricity.,UPI_TRANSACTION
Transaction ceeae14d-c08b-4a25-afa1-1e7add7eae4c of 3654.72 INR from user38@upi to merchant178@upi on 2025-09-07T20:51:21.284110 status FAILED in Electricity.,UPI_TRANSACTION
Transaction 33b8ccd6-ab66-4a56-8622-6443f601b1a3 of 1944.04 INR from user620@upi to merchant31@upi on 2025-09-01T11:13:01.284110 status SUCCESS in Travel.,UPI_TRANSACTION
Transaction 962388d7-ea5c-4590-a45d-60c3b0644b95 of 127.5 INR from user329@upi to merchant135@upi on 2025-09-03T05:17:52.284110 status FAILED in Shopping.,UPI_TRANSACTION
Transaction 22016792-fbed-4539-a131-183322e711c9 of 714.57 INR from user220@upi to merchant152@upi on 2025-09-07T03:09:49.284110 status PENDING in FoodDelivery.,UPI_TRANSACTION
Transaction ffe1e140-4e17-4257-975a-3d362b976f52 of 470.38 INR from user381@upi to merchant155@upi on 2025-09-03T03:06:02.284110 status FAILED in Groceries.,UPI_TRANSACTION
Transaction a278730e-ac94-47d3-8811-a5326a52a3bb of 3791.96 INR from user181@upi to merchant166@upi on 2025-08-23T20:45:37.284110 status PENDING in Health.,UPI_TRANSACTION
Transaction 5b5cceef-71f9-42cf-9b27-b050a412ea1a of 1197.32 INR from user818@upi to merchant99@upi on 2025-08-28T14:30:20.284110 status FAILED in Electricity.,UPI_TRANSACTION
Transaction 121bcb15-faab-49c5-a55c-098738a6e693 of 3276.87 INR from user709@upi to merchant150@upi on 2025-09-08T20:43:42.284110 status PENDING in Groceries.,UPI_TRANSACTION
Transaction e1aab877-32ca-4ac3-b909-1c827bed6e8e of 4499.04 INR from user782@upi to merchant19@upi on 2025-09-08T11:29:16.284110 status SUCCESS in Travel.,UPI_TRANSACTION
Transaction 535a9f04-bb2a-4a92-9c4a-28cc574a3552 of 778.17 INR from user244@upi to merchant124@upi on 2025-08-31T00:43:59.284110 status SUCCESS in Electricity.,UPI_TRANSACTION
Transaction fe56ff81-f2dc-456b-825b-9f2f87f8fcab of 2713.25 INR from user225@upi to merchant45@upi on 2025-08-19T19:20:00.284110 status PENDING in Travel.,UPI_TRANSACTION
Transaction ad27961a-d67d-4306-bb05-2d7ef906d465 of 2822.4 INR from user660@upi to merchant113@upi on 2025-08-15T15:40:57.284110 status FAILED in Health.,UPI_TRANSACTION
Transaction 008c6d4a-6a06-42db-8ef0-8fba525e89e4 of 4890.51 INR from user612@upi to merchant197@upi on 2025-09-07T15:00:48.284110 status FAILED in Shopping.,UPI_TRANSACTION
Transaction e79979ea-097c-451c-9438-f4b7fbd6d6b0 of 2453.72 INR from user945@upi to merchant1@upi on 2025-08-26T06:39:30.284110 status PENDING in Education.,UPI_TRANSACTION
Transaction 8e58ef61-5e4e-4307-aac0-2a9bd1b256fb of 2600.81 INR from user847@upi to merchant132@upi on 2025-09-10T19:38:24.284110 status FAILED in Education.,UPI_TRANSACTION
Transaction 0fc5f459-f1f5-4e6d-b77a-34d2235619c6 of 4065.03 INR from user761@upi to merchant84@upi on 2025-09-10T16:19:21.284110 status FAILED in Groceries.,UPI_TRANSACTION
Transaction 84c16b40-f73d-4929-ba23-62c8d443a275 of 506.05 INR from user535@upi to merchant58@upi on 2025-09-12T14:42:43.284110 status FAILED in FoodDelivery.,UPI_TRANSACTION
Transaction 3ce63367-a996-4074-95a8-a1e5369b7627 of 4256.57 INR from user579@upi to merchant108@upi on 2025-08-23T16:40:30.284110 status FAILED in Electricity.,UPI_TRANSACTION
Transaction bd9c22c2-fa21-45dd-94ed-27418113a2df of 2686.76 INR from user354@upi to merchant13@upi on 2025-08-28T20:29:08.284110 status PENDING in Education.,UPI_TRANSACTION
Transaction 65355d8b-35dd-4c96-96b8-9666b73f878a of 4031.41 INR from user133@upi to merchant30@upi on 2025-09-01T02:46:35.284110 status FAILED in Electricity.,UPI_TRANSACTION
Transaction 512ee43e-f680-481b-bb69-5990049a35f5 of 174.65 INR from user657@upi to merchant166@upi on 2025-09-09T09:06:43.284110 status FAILED in Groceries.,UPI_TRANSACTION
Transaction 1f91cd39-c88a-42ea-956f-d9c6844b686d of 3939.24 INR from user338@upi to merchant45@upi on 2025-08-25T01:08:25.284110 status PENDING in Groceries.,UPI_TRANSACTION
Transaction 2b89eae5-0594-41e5-b030-21a012610fde of 4377.81 INR from user200@upi to merchant31@upi on 2025-09-02T14:30:54.284110 status SUCCESS in Travel.,UPI_TRANSACTION
Transaction efc4410b-39ae-4f7c-a108-f7d8d1831746 of 4162.79 INR from user256@upi to merchant191@upi on 2025-08-24T09:14:12.284110 status FAILED in Groceries.,UPI_TRANSACTION
Transaction d8074582-a9c5-40dc-bf67-4dcf6f6e46c0 of 1522.01 INR from user567@upi to merchant198@upi on 2025-09-12T23:26:08.284110 status PENDING in Groceries.,UPI_TRANSACTION
Transaction 465aa8ab-8c8c-4af6-ac9e-dd909304e6d9 of 3090.71 INR from user757@upi to merchant91@upi on 2025-08-21T02:17:21.284110 status SUCCESS in Groceries.,UPI_TRANSACTION
Transaction ef130690-eb6e-43e5-9341-0f336a24e5c0 of 1375.83 INR from user440@upi to merchant71@upi on 2025-08-22T00:22:53.284110 status PENDING in FoodDelivery.,UPI_TRANSACTION
Transaction cb91038b-b85a-4100-9147-dc918d5f6051 of 1903.55 INR from user135@upi to merchant59@upi on 2025-08-27T03:24:11.284110 status PENDING in Shopping.,UPI_TRANSACTION
Transaction 84717e84-73ce-4d4c-925c-00dcd0b690c9 of 3011.32 INR from user669@upi to merchant16@upi on 2025-08-30T04:55:44.284110 status SUCCESS in Education.,UPI_TRANSACTION
Transaction 234a5158-ddee-4655-a8de-3644f9cbc0b3 of 2421.32 INR from user930@upi to merchant10@upi on 2025-09-02T04:31:24.284110 status FAILED in Electricity.,UPI_TRANSACTION
Transaction 7e20bca0-6cdb-495c-bc8c-6b2505ec32e6 of 3825.74 INR from user1000@upi to merchant114@upi on 2025-09-07T04:37:50.284110 status FAILED in Electricity.,UPI_TRANSACTION
Transaction ead52e7e-48b3-4c8d-9a42-b5f039729346 of 2317.8 INR from user572@upi to merchant74@upi on 2025-09-10T14:00:58.284110 status FAILED in Travel.,UPI_TRANSACTION
Transaction f79336ba-f986-4d66-bdb7-71412a240ac7 of 91.17 INR from user560@upi to merchant17@upi on 2025-08-25T20:11:40.284110 status FAILED in Groceries.,UPI_TRANSACTION
Transaction 2edae24e-ea9f-4c0b-bb5b-8d010eb39709 of 1681.91 INR from user804@upi to merchant141@upi on 2025-09-02T10:02:10.284110 status FAILED in Electricity.,UPI_TRANSACTION
Transaction 5a87f36a-e51e-4d56-a818-1d17073d972d of 379.71 INR from user866@upi to merchant36@upi on 2025-08-24T21:23:23.284110 status FAILED in Travel.,UPI_TRANSACTION
Transaction 1b7fdc85-9b45-4dcc-9791-e8a0bf5bb760 of 3388.86 INR from user487@upi to merchant70@upi on 2025-08-27T02:46:23.284110 status PENDING in Education.,UPI_TRANSACTION
Transaction 20d5a729-8ccc-4d10-aeae-3a1d0776d730 of 4088.95 INR from user937@upi to merchant127@upi on 2025-09-12T12:20:58.284110 status FAILED in Health.,UPI_TRANSACTION
Transaction 804fe3a0-065d-4a16-81b2-6e0483445cef of 331.65 INR from user354@upi to merchant27@upi on 2025-08-25T02:12:05.284110 status PENDING in Health.,UPI_TRANSACTION
Transaction 8bc84f4f-e9d3-4213-8b96-b01764c929c4 of 864.13 INR from user870@upi to merchant33@upi on 2025-08-29T19:15:52.284110 status PENDING in Groceries.,UPI_TRANSACTION
Transaction 9a0981f2-3e1c-4a9a-b0fd-5140d66b85ba of 4921.44 INR from user612@upi to merchant126@upi on 2025-09-14T09:39:20.284110 status FAILED in Health.,UPI_TRANSACTION
Transaction c3c76d65-26ce-44f6-af78-bd701eb6115b of 440.42 INR from user329@upi to merchant165@upi on 2025-08-17T13:21:01.284110 status SUCCESS in Education.,UPI_TRANSACTION
Transaction 2d71ce2a-6c01-4d31-9d55-328880c3386c of 3123.22 INR from user952@upi to merchant194@upi on 2025-08-25T05:38:13.284110 status PENDING in Education.,UPI_TRANSACTION
Transaction 70a2ab97-5948-433a-bcd8-3672ee2d0b3e of 2859.04 INR from user462@upi to merchant140@upi on 2025-09-03T06:26:52.284110 status FAILED in Groceries.,UPI_TRANSACTION
Transaction c5ae769d-d17c-4b39-a75d-d7a773d4a1e9 of 4738.96 INR from user102@upi to merchant20@upi on 2025-08-29T12:38:24.284110 status FAILED in Electricity.,UPI_TRANSACTION
Transaction 3a49a4c6-e40a-4329-9ced-35deecfbae3a of 3449.85 INR from user842@upi to merchant166@upi on 2025-09-12T10:27:07.284110 status PENDING in Electricity.,UPI_TRANSACTION
Transaction 0b948034-35bb-46d7-82fa-4ccf8fd36f55 of 4268.49 INR from user73@upi to merchant177@upi on 2025-09-13T08:44:28.284110 status SUCCESS in Shopping.,UPI_TRANSACTION
Transaction f0971544-c95f-4fe5-b14b-a37f2a4130ce of 2917.36 INR from user293@upi to merchant75@upi on 2025-08-24T08:49:08.284110 status FAILED in Travel.,UPI_TRANSACTION
Transaction 937217dd-5421-4e12-b527-a354abf3592b of 267.36 INR from user465@upi to merchant189@upi on 2025-08-30T02:59:12.284110 status FAILED in Education.,UPI_TRANSACTION
Transaction f9a8f92d-81b6-437f-a889-905ef9cdabf6 of 2279.12 INR from user978@upi to merchant183@upi on 2025-08-22T21:53:08.284110 status PENDING in Travel.,UPI_TRANSACTION
Transaction 19f2f85a-4c57-40cd-9da4-591baa682377 of 3493.1 INR from user298@upi to merchant160@upi on 2025-09-02T21:18:30.284110 status PENDING in Education.,UPI_TRANSACTION
Transaction 91d30758-bcbe-4c6f-8eeb-f410f1a4f83d of 1512.53 INR from user551@upi to merchant67@upi on 2025-08-23T09:06:38.284110 status PENDING in Groceries.,UPI_TRANSACTION
Transaction d90326e3-532c-4adb-bc28-f119ea9422c4 of 1139.86 INR from user947@upi to merchant38@upi on 2025-09-09T22:03:58.284110 status FAILED in FoodDelivery.,UPI_TRANSACTION
Transaction b523ca13-f642-439d-a0b7-9b40cc65acda of 2324.38 INR from user144@upi to merchant107@upi on 2025-09-08T06:42:41.284110 status FAILED in Travel.,UPI_TRANSACTION
Transaction cc8e9f65-5d4b-4e5e-a8a9-609ff86ff7a0 of 4645.43 INR from user57@upi to merchant88@upi on 2025-09-09T01:56:11.284110 status PENDING in Education.,UPI_TRANSACTION
Transaction 137b356f-dde3-4c44-bcd0-04bae28afffc of 1046.07 INR from user792@upi to merchant7@upi on 2025-08-28T04:30:42.284110 status FAILED in Electricity.,UPI_TRANSACTION
Transaction 1db6b887-0531-4917-bd6b-5141f670b2f5 of 906.99 INR from user818@upi to merchant126@upi on 2025-09-10T15:52:38.284110 status SUCCESS in Shopping.,UPI_TRANSACTION
Transaction c6e1ddb5-7a1a-4bbe-b393-2d45b1cc3123 of 4387.62 INR from user758@upi to merchant56@upi on 2025-09-05T05:49:05.284110 status FAILED in Shopping.,UPI_TRANSACTION
Transaction cfa7c33d-7a47-447d-8f22-610b132e7a62 of 4017.46 INR from user420@upi to merchant114@upi on 2025-08-22T21:49:19.284110 status PENDING in Shopping.,UPI_TRANSACTION
Transaction 12ea5dbc-65c9-4ee8-8ef2-89c0dddd3833 of 2732.83 INR from user761@upi to merchant189@upi on 2025-09-13T12:41:14.284110 status PENDING in FoodDelivery.,UPI_TRANSACTION
Transaction 93b8c7ed-4fc1-42a1-a646-f1674c29ea7c of 2793.21 INR from user830@upi to merchant87@upi on 2025-08-19T00:51:48.284110 status SUCCESS in Health.,UPI_TRANSACTION
Transaction e5fecafd-2f6f-4d18-9180-614d9d5767b3 of 2616.54 INR from user558@upi to merchant105@upi on 2025-08-20T15:09:39.284110 status FAILED in Shopping.,UPI_TRANSACTION
Transaction 062a74de-d1bd-42bc-9da2-e88d756322cf of 4475.48 INR from user880@upi to merchant197@upi on 2025-09-02T09:32:47.284110 status SUCCESS in Electricity.,UPI_TRANSACTION
Transaction 13ea0abe-7ae9-4859-bc59-89150f655392 of 3964.56 INR from user356@upi to merchant123@upi on 2025-08-22T00:22:10.284110 status SUCCESS in Health.,UPI_TRANSACTION
Transaction 9c59cf36-210a-4952-aa12-fe69433d94f4 of 1135.98 INR from user8@upi to merchant26@upi on 2025-08-16T12:17:01.284110 status PENDING in Shopping.,UPI_TRANSACTION
Transaction 29a5ddd5-8ffe-445c-bb2e-548656b5dccc of 908.84 INR from user457@upi to merchant165@upi on 2025-08-25T12:13:49.284110 status FAILED in Health.,UPI_TRANSACTION
Transaction c6705ec8-aa9f-4044-b238-18e0f2d9798c of 3914.79 INR from user369@upi to merchant78@upi on 2025-09-01T13:02:40.284110 status FAILED in Groceries.,UPI_TRANSACTION
Transaction 3667034b-2f8c-41a1-b453-2be00d3aafe7 of 4614.25 INR from user595@upi to merchant75@upi on 2025-08-23T05:30:33.284110 status SUCCESS in Health.,UPI_TRANSACTION
Transaction 6e5f6746-a360-49cf-8e6d-c8118a9ca69c of 2617.45 INR from user592@upi to merchant171@upi on 2025-08-20T09:55:39.284110 status PENDING in FoodDelivery.,UPI_TRANSACTION
Transaction 2a763df0-5b29-4d0d-816f-95bbaf8def9b of 3762.41 INR from user56@upi to merchant17@upi on 2025-08-18T19:18:27.284110 status PENDING in FoodDelivery.,UPI_TRANSACTION
Transaction 50c508d8-07e5-47ec-aee5-59d231daf47c of 4875.23 INR from user452@upi to merchant45@upi on 2025-09-06T14:18:05.284110 status PENDING in FoodDelivery.,UPI_TRANSACTION
Transaction 3288a475-b9cf-4d3f-9d3f-22c43bd1cfb1 of 1032.1 INR from user67@upi to merchant151@upi on 2025-08-25T05:20:56.284110 status FAILED in Shopping.,UPI_TRANSACTION
Transaction 6442ad55-cba4-4b02-8c8d-c23cce31abec of 1954.68 INR from user529@upi to merchant12@upi on 2025-08-31T18:04:57.284110 status PENDING in Education.,UPI_TRANSACTION
Transaction 98ce0bf5-bc57-44c2-bf8e-3946461ee1d4 of 4659.42 INR from user696@upi to merchant7@upi on 2025-09-05T03:30:33.284110 status PENDING in Electricity.,UPI_TRANSACTION
Transaction 24f9aa35-ecf3-435b-ac01-f55c80e609ec of 1989.9 INR from user921@upi to merchant166@upi on 2025-08-17T11:57:18.284110 status FAILED in FoodDelivery.,UPI_TRANSACTION
Transaction ffa6cb75-91e3-402e-b1d2-3087ee65caf0 of 599.47 INR from user727@upi to merchant154@upi on 2025-08-31T15:43:04.284110 status FAILED in Groceries.,UPI_TRANSACTION
Transaction 3814da59-8dab-49bd-b3b3-df77deede676 of 3862.05 INR from user874@upi to merchant45@upi on 2025-08-28T18:52:26.284110 status FAILED in Groceries.,UPI_TRANSACTION
Transaction 60c5f2a4-8e5b-45c0-90c3-0772e49eb859 of 3653.57 INR from user99@upi to merchant64@upi on 2025-09-14T05:56:25.284110 status SUCCESS in Travel.,UPI_TRANSACTION
Transaction b3d3692b-fca2-447e-873a-6231698e1d3b of 4028.01 INR from user742@upi to merchant138@upi on 2025-08-24T16:55:23.284110 status FAILED in Electricity.,UPI_TRANSACTION
